Timestamp, AgeGroup,Gender,YearsExperience,Discipline,PolicyAwareness_NG,PolicyAwareness_NG_Code,PolicyAwareness_Global,PolicyAwareness_Global_Code,OrgAdoption,OrgAdoption_Code,PersonalAdoption,PersonalAdoption_Code,Sustainable_pratice_implemented,Adopt_Waste,Adopt_Water,Adopt_Energy,Adopt_GreenInfra,Adopt_ClimateDesign,AdoptionScore,Infrastructure_reliability,Infra_Water,Infra_Electricity,Infra_Waste,Infra_Sewer,Infra_Internet,InfraIndex,Critical_gaps,balanced_state,Region,ClimatePolicy_Familiarity,ClimatePolicy_Familiarity_Code,Paris_Target_Achievability,Paris_Target_Achievability_Code,observed_urban_changes ,Change_Flooding,Change_LandUse,Change_UrbanSprawl,Change_Temperature,Change_InformalSettlement,ChangeScore,Perceived_Professional_Impact_on_SUD,Perceived_Professional_Impact_on_SUD_code,Key_Contribution_Areas,Contrib_Waste,Contrib_Water,Contrib_Energy,Contrib_GreenInfra,Contrib_ClimateDesign,ContributionScore,Column 51,Column 52
2025-09-17 20:32:27,45 - 54,Male,11 - 20 years,Urban Planners,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal)",1,0,0,0,0,1,"Clean water supply, Solid waste collection, Sewerage/drainage",1,0,1,1,0,3,"Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Abuja,North Central,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Urban sprawl, Informal settlement expansion",1,0,1,0,1,3,To a moderate extent,1,"Energy Efficiency, Green Infrastructure, Climate-resilient Design",0,0,1,1,1,3,,
2025-09-17 20:46:33,45 - 54,Female,11 - 20 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",0,1,1,0,0,2,Electricity,0,1,0,0,0,1,Not enough funding for green projects,Abuja,North Central,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Informal settlement expansion",1,0,0,0,1,2,To a great extent,2,"Energy Efficiency, Climate-resilient Design",0,0,1,0,1,2,,
2025-09-18 07:56:12,25 - 34,Female,0 -2 years,Builders,Not familiar,0,"Yes, i am very familiar",2,Not really,0,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal)",1,0,0,0,0,1,"Clean water supply, Electricity",1,1,0,0,0,2,"Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions",Port-Harcourt,South South,Not familiar,0,I am unsure or do not have enough information on the topic.,2,Increased flooding,1,0,0,0,0,1,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-18 08:19:07,25 - 34,Male,6 - 10 years,Environmental Professionals,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,0,1,0,0,2,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage",1,1,1,1,0,4,"Poor implementation by institutions, Unorganized infrastructure for water, waste, and energy, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Abuja,North Central,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Land-use change, Urban sprawl, Rising temperatures",0,1,1,1,0,3,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-18 09:22:47,25 - 34,Male,6 - 10 years,Engineers,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,0,1,3,"Clean water supply, Electricity",1,1,0,0,0,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Rising temperatures",1,0,0,1,0,2,To a moderate extent,1,"Waste Management, Water Conservation, Energy Efficiency",1,1,1,0,0,3,,
2025-09-18 11:34:22,25 - 34,Female,0 -2 years,Real Estate Professionals,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,0,0,1,0,2,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Rising temperatures, Informal settlement expansion",1,0,0,1,1,3,To a great extent,2,"Green Infrastructure, Climate-resilient Design",0,0,0,1,1,2,,
2025-09-18 18:17:57,35 - 44,Male,11 - 20 years,Real Estate Professionals,Very familiar,2,Somewhat familiar,1,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,0,1,0,0,2,"Electricity, Solid waste collection, Internet access",0,1,1,0,1,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Not familiar,0,"No, achieving these goals seems unlikely under current circumstances",1,"Land-use change, Urban sprawl, Rising temperatures",0,1,1,1,0,3,To a great extent,2,"Waste Management, Energy Efficiency, Climate-resilient Design",1,0,1,0,1,3,,
2025-09-20 05:56:16,25 - 34,Male,3 - 5 years,Engineers,Somewhat familiar,1,Somewhat familiar,1,Not really,0,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,0,0,1,0,2,"Sewerage/drainage, Internet access",0,0,0,1,1,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Limited knowledge about renewable energy solutions",Kano,North West,Not familiar,0,I am unsure or do not have enough information on the topic.,2,Rising temperatures,0,0,0,1,0,1,To a great extent,2,"Waste Management, Green Infrastructure, Climate-resilient Design",1,0,0,1,1,3,,
2025-09-20 14:17:41,35 - 44,Male,11 - 20 years,Real Estate Professionals,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",0,0,0,1,0,1,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Lagos,South West,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Rising temperatures",1,1,0,1,0,3,To a great extent,2,Green Infrastructure,0,0,0,1,0,1,,
2025-09-20 16:54:56,45 - 54,Male,11 - 20 years,Real Estate Professionals,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,0,1,0,0,2,"Electricity, Solid waste collection",0,1,1,0,0,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Weak public involvement in sustainability efforts",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change",1,1,0,0,0,2,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-20 17:00:38,35 - 44,Male,6 - 10 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,0,0,1,3,"Electricity, Solid waste collection, Sewerage/drainage, Internet access",0,1,1,1,1,4,"Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Urban sprawl, Informal settlement expansion",1,0,1,0,1,3,To a moderate extent,1,"Waste Management, Water Conservation, Climate-resilient Design",1,1,0,0,1,3,,
2025-09-20 17:12:41,25 - 34,Male,6 - 10 years,Engineers,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,1,1,1,5,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Borno,North East,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-22 09:59:16,25 - 34,Male,3 - 5 years,Urban Planners,Somewhat familiar,1,Somewhat familiar,1,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,1,1,3,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage",1,1,1,1,0,4,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Port-Harcourt,South South,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Green Infrastructure, Climate-resilient Design",1,1,0,1,1,4,,
2025-09-22 12:02:27,25 - 34,Male,6 - 10 years,Project Managers,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,1,1,1,0,4,"Clean water supply, Solid waste collection, Sewerage/drainage",1,0,1,1,0,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Low government support for sustainability, Limited knowledge about renewable energy solutions",Abuja,North Central,Not familiar,0,"Yes, but only with significant efforts and external support",3,"Rising temperatures, Informal settlement expansion",0,0,0,1,1,2,To a great extent,2,"Waste Management, Green Infrastructure, Climate-resilient Design",1,0,0,1,1,3,,
2025-09-22 12:53:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,Unknown,,,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,,
2025-09-22 12:57:18,35 - 44,Male,6 - 10 years,Engineers,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal)",1,0,0,0,0,1,Clean water supply,1,0,0,0,0,1,Poor implementation by institutions,Abuja,North Central,Not familiar,0,"Yes, but only with significant efforts and external support",3,Increased flooding,1,0,0,0,0,1,To a small extent,0,Waste Management,1,0,0,0,0,1,,
2025-09-22 13:11:06,25 - 34,Male,3 - 5 years,Urban Planners,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,1,1,3,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Rising temperatures",1,0,0,1,0,2,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-22 19:42:26,35 - 44,Male,6 - 10 years,Real Estate Professionals,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal)",1,0,0,0,0,1,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage",1,1,1,1,0,4,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Port-Harcourt,South South,Not familiar,0,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-23 07:59:18,45 - 54,Male,11 - 20 years,Urban Planners,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,0,1,3,"Clean water supply, Electricity, Solid waste collection",1,1,1,0,0,3,"Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Weak public involvement in sustainability efforts",Abuja,North Central,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Informal settlement expansion",1,1,0,0,1,3,To a moderate extent,1,"Water Conservation, Energy Efficiency, Green Infrastructure",0,1,1,1,0,3,,
2025-09-23 08:29:02,25 - 34,Male,3 - 5 years,Quantity Surveyors,Somewhat familiar,1,Somewhat familiar,1,Not really,0,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,1,0,1,3,"Clean water supply, Internet access",1,0,0,0,1,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Regional inequality in infrastructure or service delivery",Lagos,South West,Not familiar,0,I am unsure or do not have enough information on the topic.,2,Increased flooding,1,0,0,0,0,1,To a moderate extent,1,"Water Conservation, Energy Efficiency, Green Infrastructure",0,1,1,1,0,3,,
2025-09-23 10:13:33,25 - 34,Male,3 - 5 years,Real Estate Professionals,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,0,1,1,1,3,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Rising temperatures, Informal settlement expansion",1,1,0,1,1,4,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-09-23 17:59:25,35 - 44,Male,11 - 20 years,Real Estate Professionals,Somewhat familiar,1,Somewhat familiar,1,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",0,1,1,1,0,3,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Benin,South South,Somewhat familiar,1,I am unsure or do not have enough information on the topic.,2,"Increased flooding, Land-use change, Urban sprawl",1,1,1,0,0,3,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure",1,1,1,1,0,4,,
2025-09-24 22:41:15,25 - 34,Male,6 - 10 years,Engineers,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",0,0,1,1,0,2,"Clean water supply, Electricity, Internet access",1,1,0,0,1,3,"Poor implementation by institutions, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Weak public involvement in sustainability efforts",Lagos,South West,Not familiar,0,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Rising temperatures, Informal settlement expansion",1,1,0,1,1,4,To a great extent,2,"Waste Management, Energy Efficiency, Green Infrastructure",1,0,1,1,0,3,,
2025-09-29 08:40:57,25 - 34,Female,3 - 5 years,Environmental Professionals,Somewhat familiar,1,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",0,0,0,1,1,2,Clean water supply,1,0,0,0,0,1,"Poor implementation by institutions, Low government support for sustainability, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Port-Harcourt,South South,Very familiar,2,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Land-use change",1,1,0,0,0,2,To a great extent,2,"Waste Management, Green Infrastructure, Climate-resilient Design",1,0,0,1,1,3,,
2025-09-30 18:15:23,25 - 34,Male,3 - 5 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal)",1,0,0,0,0,1,Internet access,0,0,0,0,1,1,Lack of awareness about sustainability policies,Cross River,South South,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,Land-use change,0,1,0,0,0,1,To a moderate extent,1,Waste Management,1,0,0,0,0,1,,
2025-10-01 13:42:15,35 - 44,Male,6 - 10 years,Real Estate Professionals,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,0,1,1,0,3,"Clean water supply, Solid waste collection, Sewerage/drainage",1,0,1,1,0,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Kaduna,North West,Somewhat familiar,1,"No, achieving these goals seems unlikely under current circumstances",1,"Land-use change, Informal settlement expansion",0,1,0,0,1,2,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Climate-resilient Design",1,1,1,0,1,4,,
2025-10-02 23:42:52,25 - 34,Male,6 - 10 years,Project Managers,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",0,0,0,1,0,1,Solid waste collection,0,0,1,0,0,1,Regional inequality in infrastructure or service delivery,Lagos,South West,Very familiar,2,"Yes, but only with significant efforts and external support",3,Urban sprawl,0,0,1,0,0,1,To a great extent,2,Green Infrastructure,0,0,0,1,0,1,,
2025-10-06 10:04:54,Under 25,Female,0 -2 years,Real Estate Professionals,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",1,0,1,1,0,3,"Electricity, Internet access",0,1,0,0,1,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Not familiar,0,"No, the goals are unrealistic or unachievable",0,"Increased flooding, Land-use change, Urban sprawl",1,1,1,0,0,3,To a great extent,2,Green Infrastructure,0,0,0,1,0,1,,
2025-10-06 11:02:14,25 - 34,Male,0 -2 years,Environmental Professionals,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,1,0,0,1,3,"Clean water supply, Solid waste collection",1,0,1,0,0,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Kano,North West,Very familiar,2,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Rising temperatures",1,0,0,1,0,2,To a great extent,2,"Waste Management, Energy Efficiency, Climate-resilient Design",1,0,1,0,1,3,,
2025-10-06 12:47:18,25 - 34,Male,0 -2 years,Urban Planners,Somewhat familiar,1,Not familiar,0,"Yes, to some extent",1,"Yes, but only occasionally or when required.",2,"Waste management strategies (e.g., recycling, composting, safe disposal), Water conservation methods (e.g., rainwater harvesting, low-flow systems), Energy efficiency measures (e.g., solar panels, energy audits, efficient HVACs)",1,1,1,0,0,3,"Clean water supply, Sewerage/drainage, Internet access",1,0,0,1,1,3,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts",Port-Harcourt,South South,Not familiar,0,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Rising temperatures, Informal settlement expansion",1,1,0,1,1,4,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-10-06 12:53:54,Under 25,Male,0 -2 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal)",1,0,0,0,0,1,"Clean water supply, Electricity, Solid waste collection, Sewerage/drainage, Internet access",1,1,1,1,1,5,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Limited knowledge about renewable energy solutions, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Somewhat familiar,1,"Yes, but only with significant efforts and external support",3,"Increased flooding, Land-use change, Urban sprawl, Rising temperatures, Informal settlement expansion",1,1,1,1,1,5,To a great extent,2,"Waste Management, Water Conservation, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,1,1,1,1,5,,
2025-10-06 21:51:38,35 - 44,Male,6 - 10 years,Real Estate Professionals,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements)",0,0,0,1,0,1,Solid waste collection,0,0,1,0,0,1,Not enough funding for green projects,Abeokuta,South West,Very familiar,2,"Yes, but only with significant efforts and external support",3,Informal settlement expansion,0,0,0,0,1,1,To a great extent,2,Green Infrastructure,0,0,0,1,0,1,,
2025-10-07 10:09:29,25 - 34,Male,3 - 5 years,Urban Planners,Very familiar,2,"Yes, i am very familiar",2,"Yes, to some extent",1,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,1,1,3,"Electricity, Solid waste collection, Internet access",0,1,1,0,1,3,"Unorganized infrastructure for water, waste, and energy, Low government support for sustainability, Weak public involvement in sustainability efforts",Lagos,South West,Very familiar,2,"No, achieving these goals seems unlikely under current circumstances",1,"Increased flooding, Urban sprawl, Rising temperatures, Informal settlement expansion",1,0,1,1,1,4,To a great extent,2,"Waste Management, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,0,1,1,1,4,,
2025-10-07 13:02:28,25 - 34,Male,6 - 10 years,Architect,Very familiar,2,"Yes, i am very familiar",2,"Yes, extensively",2,"Yes, I actively incorporate sustainability in my work.",3,"Waste management strategies (e.g., recycling, composting, safe disposal), Use of green infrastructure (e.g., green roofs, urban vegetation, permeable pavements), Climate-resilient design (e.g., flood proof designs, heat-resilient materials)",1,0,0,1,1,3,"Clean water supply, Solid waste collection",1,0,1,0,0,2,"Poor implementation by institutions, Lack of awareness about sustainability policies, Not enough funding for green projects, Low government support for sustainability, Weak public involvement in sustainability efforts, Regional inequality in infrastructure or service delivery",Lagos,South West,Very familiar,2,"Yes, but only with significant efforts and external support",3,"Increased flooding, Urban sprawl, Rising temperatures, Informal settlement expansion",1,0,1,1,1,4,To a great extent,2,"Waste Management, Energy Efficiency, Green Infrastructure, Climate-resilient Design",1,0,1,1,1,4,,
